,reasoning,answer,confidence,question,actual,correct
963,"To find out how many pieces of mail Johann needs to deliver, we need to subtract the number of pieces delivered by his friends from the total number of pieces of mail. Johann has two friends and each of them delivered 41 pieces of mail. So, 2 friends * 41 pieces = 82 pieces of mail delivered by friends. Now, subtract 82 pieces from the total number of pieces of mail.",98.0,1.0,Johann and two friends are to deliver 180 pieces of certified mail. His friends each deliver 41 pieces of mail. How many pieces of mail does Johann need to deliver?,98,True
964,"Annabelle collected $30. She spent a third of it, which is $30 / 3 = $10. She then spent another $8 on sweets, making a total of $10 + $8 = $18 spent. To find out how much she saved, we subtract the total spent from the total collected: $30 - $18 = $12.",12.0,1.0,"Annabelle collected a weekly allowance of $30. She spent a third of it buying junk food, then spent another $8 on sweets. Out of guilt she decides to save the rest. How much did she save?",12,True
965,"The elevator starts on the 9th floor, goes down 7 floors to the 2nd floor, then up 3 floors to the 5th floor, and finally up 8 floors to the 13th floor. Since the elevator is now on the top floor, the building has 13 floors.",13.0,1.0,"An elevator is on the 9th floor. It goes down 7 floors, then up 3  floors, then up 8 floors. If the elevator is on the top floor, how many floors are there in the building?",13,True
966,"To find the total amount from cash sales, we need to first find the amount from credit sales, then subtract that from the total amount of sales. We know that 2/5 of the total amount of sales were credit sales. So we calculate 2/5 of 80, then subtract the result from 80.",48.0,1.0,"The buyers who came to Mr. Brandon's shop yesterday bought goods worth $80. If 2/5 of the total amount of sales Mr. Brandon made yesterday were credit sales, and the rest were cash sales, how much did Mr. Brandon get from cash sales?",48,True
967,There are a total of 5 people (Jessie and her 4 friends) who want to divide 20 muffins equally. This can be solved by dividing the total number of muffins by the total number of people.,4.0,1.0,"Jessie invited 4 friends over to play. They made muffins for a snack and Jesse wants to divide them equally between herself and her friends. If they made 20 muffins in total, how many will each person have?",4,True
968,"First, calculate the number of games John plays: 20 * 0.8 = 16 games. Then, calculate the total number of times he gets fouled: 5 fouls per game * 16 games = 80 fouls. Since he gets 2 shots per foul, calculate the total number of shots: 80 fouls * 2 shots = 160 shots. Finally, calculate the number of free throws he gets: 160 shots * 0.7 = 112 free throws.",112.0,0.95,John hits 70% of his free throws.  For every foul he gets 2 shots.  He gets fouled 5 times a game.  How many free throws does he get if he plays in 80% of the 20 games the team plays?,112,True
969,"For the days from Monday to Thursday, Ludwig works full days, so 4 days * $10/day = $40. For Friday, Saturday, and Sunday, Ludwig works half days, so 3 days * $10/day * 0.5 = $15. The total weekly salary is $40 + $15 = $55.",55.0,1.0,"Ludwig works 7 days a week and he usually works half of the day during Friday, Saturday, and Sunday. If his daily salary is $10, how much does he earn every week?",55,True
970,"To calculate the total number of wheels, we need to calculate the number of wheels from the trucks and the number of wheels from the cars, then add them together. Since each truck has 4 wheels, we multiply 12 trucks by 4 wheels. Since each car has 4 wheels, we multiply 13 cars by 4 wheels. Then we add the two numbers together.",100.0,1.0,"Tommy goes for a run around his neighborhood and decides to calculate how many wheels he saw. All the trucks in his neighborhood have 4 wheels and all the cars in his neighborhood also have 4 wheels. If he saw 12 trucks and 13 cars, how many wheels did he see?",100,True
971,"Calculate the number of worker ants by finding half of the total ants, then calculate the number of male worker ants by finding 20 percent of the worker ants, and finally subtract the number of male worker ants from the worker ants to find the female worker ants.",44.0,1.0,"Stephen has 110 ants in his ant farm.  Half of the ants are worker ants, 20 percent of the worker ants are male.  How many female worker ants are there?",44,True
972,"To find out how much farther Kyle threw the ball, we need to find out how far Kyle threw the ball and subtract Parker's distance. First we calculate Grant's distance by adding 25% of Parker's distance to Parker's distance. 25% of Parker's distance is 0.25 * 16 = 4. Grant's distance is Parker's distance plus 25% of Parker's distance, so Grant's distance is 16 + 4 = 20. Since Kyle threw the ball 2 times farther than Grant, Kyle's distance is 20 * 2 = 40. To find out how much farther Kyle threw the ball, we subtract Parker's distance from Kyle's distance. 40 - 16 = 24.",24.0,1.0,"At football tryouts, the coach wanted to see who could throw the ball the farthest.  Parker threw the ball 16 yards.  Grant threw the ball 25 percent farther than Parker and Kyle threw the ball 2 times farther than Grant.  Compared to Parker, how much farther did Kyle throw the ball?",24,True
973,"Multiply the number of rows in each field by the number of corn cobs per row, then add the results together to find the total number of corn cobs grown.",116.0,1.0,"A farm is growing corn in 2 fields. One of the fields has 13 full rows of corn cobs, and the other field has 16 full rows of corn cobs. If each row contains 4 corn cobs, how many corn cobs has the farm grown?",116,True
974,"Olga has 3 stripes per shoe. Rick has 1 less than Olga, so Rick has 2 stripes per shoe. Hortense has double the number of stripes as Olga, so Hortense has 6 stripes per shoe. Each person has a pair of shoes, so total stripes is (3 + 3) + (2 + 2) + (6 + 6).",28.0,1.0,"Olga has three stripes on the side of each of her tennis shoes.  Rick has one less stripe per shoe than does Olga.  But Hortense has double the number of stripes on her tennis shoes as does Olga.  In total, what is the combined number of stripes on all of their pairs of tennis shoes?",22,False
975,"First, calculate the total number of cookies baked. Since Frank bakes 2 trays per day, each making 12 cookies, the total number of cookies baked per day is 2 * 12 = 24. For 6 days, the total number of cookies is 6 * 24 = 144. Then subtract the cookies Frank ate, which is 1 per day for 6 days, so 6 cookies. Next, subtract the 4 cookies Ted ate. So the total number of cookies left is 144 - 6 - 4 = 134.",134.0,1.0,"Frank bakes two trays of cookies per day, for 6 days. Frank eats one cookie each day to make sure they taste good. Ted comes over on the sixth day and eats 4 cookies. If each tray makes 12 cookies, how many cookies are left when Ted leaves?",134,True
976,"First, we find Carter's height by multiplying the dog's height by 2. Carter's height is 24"" * 2 = 48"". Then we find Betty's height by subtracting 12"" from Carter's height. Betty's height is 48"" - 12"" = 36"". Finally, we convert Betty's height from inches to feet by dividing by 12.",3.0,1.0,Carter is twice as tall as his 24” tall dog.  Betty is 12” shorter than Carter.  How tall is Betty in feet?,3,True
977,"To find the total number of koalas and kangaroos, we need to first find the number of koalas. Since there are 5 kangaroos for each koala, we can divide the total number of kangaroos by 5 to get the number of koalas. Then, we add the number of koalas and kangaroos together.",216.0,0.99,"Legoland has 5 kangaroos for each koala. If Legoland has 180 kangaroos, how many koalas and kangaroos are there altogether?",216,True
978,"To find the number of pages that are neither crumpled nor blurred, we first need to find the total number of pages that are crumpled or blurred. The printer crumples every 7 pages and blurs every 3 pages. To find the total number of pages affected, we need to find the least common multiple (LCM) of 3 and 7, which is 21. Every 21 pages, 3 pages will be blurred, and 1 page will be crumpled (which is also blurred), and 2 pages will be blurred but not crumpled, and 1 page will be crumpled but not blurred. So every 21 pages, there will be 3 + 1 = 4 pages affected. Since 42 is two times 21, the total number of pages affected is 2 * 4 = 8. However, this is not correct because it double counts some pages. We need to consider the pages that are both crumpled and blurred. Every 21 pages, 1 page will be both crumpled and blurred. We counted these pages in both the crumpled and blurred categories. So every 21 pages, 1 page is double counted. Since 42 is two times 21, the total number of pages double counted is 2 * 1 = 2. So the total number of pages affected is 8 - 2 = 6.  Then we subtract the total number of pages affected from the total number of pages printed to find the number of pages that are neither crumpled nor blurred.",36.0,0.99,"James has an old printer that crumples every seventh page and blurs the ink on every third page. If he prints 42 pages, how many are neither crumpled or blurred?",24,False
